cell_list,protein_list,tissue_list
RKO,ENSP00000365200,large intestine
RKO,ENSP00000347717,large intestine
RKO,ENSP00000364265,large intestine
RKO,ENSP00000315299,large intestine
RKO,ENSP00000301258,large intestine
RKO,ENSP00000246533,large intestine
RKO,ENSP00000259253,large intestine
RKO,ENSP00000410768,large intestine
RKO,ENSP00000367220,large intestine
RKO,ENSP00000244769,large intestine
RKO,ENSP00000222574,large intestine
RKO,ENSP00000336127,large intestine
RKO,ENSP00000291672,large intestine
RKO,ENSP00000362608,large intestine
RKO,ENSP00000241052,large intestine
RKO,ENSP00000287239,large intestine
RKO,ENSP00000329357,large intestine
RKO,ENSP00000264606,large intestine
RKO,ENSP00000431445,large intestine
RKO,ENSP00000357998,large intestine
RKO,ENSP00000385616,large intestine
RKO,ENSP00000209875,large intestine
RKO,ENSP00000181839,large intestine
RKO,ENSP00000280200,large intestine
RKO,ENSP00000413625,large intestine
RKO,ENSP00000353099,large intestine
RKO,ENSP00000337053,large intestine
RKO,ENSP00000261483,large intestine
RKO,ENSP00000357048,large intestine
RKO,ENSP00000310520,large intestine
RKO,ENSP00000354855,large intestine
RKO,ENSP00000325002,large intestine
RKO,ENSP00000373918,large intestine
RKO,ENSP00000359539,large intestine
RKO,ENSP00000307305,large intestine
RKO,ENSP00000355499,large intestine
RKO,ENSP00000411672,large intestine
RKO,ENSP00000381339,large intestine
RKO,ENSP00000339179,large intestine
RKO,ENSP00000371037,large intestine
RKO,ENSP00000363773,large intestine
RKO,ENSP00000377492,large intestine
RKO,ENSP00000432768,large intestine
RKO,ENSP00000254730,large intestine
RKO,ENSP00000268379,large intestine
RKO,ENSP00000448051,large intestine
RKO,ENSP00000264028,large intestine
RKO,ENSP00000318861,large intestine
RKO,ENSP00000310448,large intestine
RKO,ENSP00000301488,large intestine
RKO,ENSP00000301764,large intestine
RKO,ENSP00000301785,large intestine
RKO,ENSP00000375717,large intestine
RKO,ENSP00000262887,large intestine
RKO,ENSP00000398410,large intestine
RKO,ENSP00000262367,large intestine
RKO,ENSP00000313933,large intestine
RKO,ENSP00000268712,large intestine
RKO,ENSP00000368818,large intestine
RKO,ENSP00000418823,large intestine
RKO,ENSP00000364403,large intestine
RKO,ENSP00000340466,large intestine
RKO,ENSP00000396301,large intestine
RKO,ENSP00000387170,large intestine
RKO,ENSP00000310006,large intestine
RKO,ENSP00000248643,large intestine
RKO,ENSP00000355621,large intestine
RKO,ENSP00000371805,large intestine
RKO,ENSP00000259667,large intestine
RKO,ENSP00000156109,large intestine
RKO,ENSP00000299413,large intestine
RKO,ENSP00000381840,large intestine
RKO,ENSP00000361027,large intestine
RKO,ENSP00000274140,large intestine
RKO,ENSP00000256707,large intestine
RKO,ENSP00000223145,large intestine
RKO,ENSP00000361473,large intestine
RKO,ENSP00000282308,large intestine
RKO,ENSP00000389870,large intestine
RKO,ENSP00000258888,large intestine
RKO,ENSP00000318165,large intestine
RKO,ENSP00000273398,large intestine
RKO,ENSP00000314067,large intestine
HCT116,ENSP00000387356,large intestine
HCT116,ENSP00000384169,large intestine
HCT116,ENSP00000401678,large intestine
HCT116,ENSP00000385706,large intestine
HCT116,ENSP00000266556,large intestine
HCT116,ENSP00000359484,large intestine
HCT116,ENSP00000355045,large intestine
HCT116,ENSP00000268125,large intestine
HCT116,ENSP00000292169,large intestine
HCT116,ENSP00000376048,large intestine
HCT116,ENSP00000268097,large intestine
HCT116,ENSP00000355467,large intestine
HCT116,ENSP00000295797,large intestine
HCT116,ENSP00000361952,large intestine
HCT116,ENSP00000220062,large intestine
HCT116,ENSP00000245680,large intestine
HCT116,ENSP00000291900,large intestine
HCT116,ENSP00000361596,large intestine
HCT116,ENSP00000430690,large intestine
HCT116,ENSP00000281171,large intestine
HCT116,ENSP00000334928,large intestine
HCT116,ENSP00000355627,large intestine
HCT116,ENSP00000272425,large intestine
HCT116,ENSP00000329374,large intestine
HCT116,ENSP00000252244,large intestine
HCT116,ENSP00000234831,large intestine
HCT116,ENSP00000325618,large intestine
HCT116,ENSP00000281437,large intestine
HCT116,ENSP00000262455,large intestine
HCT116,ENSP00000222574,large intestine
HCT116,ENSP00000353444,large intestine
HCT116,ENSP00000383023,large intestine
HCT116,ENSP00000336931,large intestine
HCT116,ENSP00000329380,large intestine
HCT116,ENSP00000267845,large intestine
HCT116,ENSP00000363463,large intestine
HCT116,ENSP00000312458,large intestine
HCT116,ENSP00000310036,large intestine
HCT116,ENSP00000293328,large intestine
HCT116,ENSP00000333363,large intestine
HCT116,ENSP00000362306,large intestine
HCT116,ENSP00000363869,large intestine
HCT116,ENSP00000228438,large intestine
HCT116,ENSP00000354566,large intestine
HCT116,ENSP00000256497,large intestine
HCT116,ENSP00000365435,large intestine
HCT116,ENSP00000245105,large intestine
HCT116,ENSP00000221399,large intestine
HCT116,ENSP00000357448,large intestine
HCT116,ENSP00000354669,large intestine
HCT116,ENSP00000326491,large intestine
HCT116,ENSP00000040877,large intestine
HCT116,ENSP00000357178,large intestine
HCT116,ENSP00000299191,large intestine
HCT116,ENSP00000440832,large intestine
HCT116,ENSP00000216124,large intestine
HCT116,ENSP00000385795,large intestine
HCT116,ENSP00000264255,large intestine
HCT116,ENSP00000320893,large intestine
HCT116,ENSP00000245046,large intestine
HCT116,ENSP00000268712,large intestine
HCT116,ENSP00000353739,large intestine
HCT116,ENSP00000265081,large intestine
HCT116,ENSP00000280154,large intestine
HCT116,ENSP00000308334,large intestine
HCT116,ENSP00000353010,large intestine
HCT116,ENSP00000251119,large intestine
HCT116,ENSP00000419395,large intestine
HCT116,ENSP00000365522,large intestine
HCT116,ENSP00000262189,large intestine
HCT116,ENSP00000299413,large intestine
HCT116,ENSP00000430128,large intestine
HCT116,ENSP00000307722,large intestine
HCT116,ENSP00000216492,large intestine
HCT116,ENSP00000278550,large intestine
HCT116,ENSP00000360107,large intestine
HCT116,ENSP00000359215,large intestine
HCT116,ENSP00000408288,large intestine
HCT116,ENSP00000462701,large intestine
HCT116,ENSP00000429803,large intestine
HCT116,ENSP00000328245,large intestine
HCT116,ENSP00000248211,large intestine
HCT116,ENSP00000347755,large intestine
HCT116,ENSP00000396320,large intestine
HCT116,ENSP00000347896,large intestine
HCT116,ENSP00000265594,large intestine
786-0,ENSP00000267843,kidney
786-0,ENSP00000349805,kidney
786-0,ENSP00000302485,kidney
786-0,ENSP00000357362,kidney
786-0,ENSP00000450742,kidney
786-0,ENSP00000231137,kidney
786-0,ENSP00000296785,kidney
786-0,ENSP00000324729,kidney
786-0,ENSP00000355045,kidney
786-0,ENSP00000287152,kidney
786-0,ENSP00000353142,kidney
786-0,ENSP00000356143,kidney
786-0,ENSP00000452885,kidney
786-0,ENSP00000354432,kidney
786-0,ENSP00000386385,kidney
786-0,ENSP00000361646,kidney
786-0,ENSP00000366939,kidney
786-0,ENSP00000245255,kidney
786-0,ENSP00000337512,kidney
786-0,ENSP00000375430,kidney
786-0,ENSP00000354280,kidney
786-0,ENSP00000364731,kidney
786-0,ENSP00000308770,kidney
786-0,ENSP00000353608,kidney
786-0,ENSP00000264031,kidney
786-0,ENSP00000296582,kidney
786-0,ENSP00000266542,kidney
786-0,ENSP00000221980,kidney
786-0,ENSP00000292530,kidney
786-0,ENSP00000284509,kidney
786-0,ENSP00000262865,kidney
786-0,ENSP00000282670,kidney
786-0,ENSP00000368797,kidney
786-0,ENSP00000404658,kidney
786-0,ENSP00000355162,kidney
786-0,ENSP00000294485,kidney
786-0,ENSP00000348010,kidney
786-0,ENSP00000351575,kidney
786-0,ENSP00000347170,kidney
786-0,ENSP00000379616,kidney
786-0,ENSP00000326693,kidney
786-0,ENSP00000321744,kidney
786-0,ENSP00000358151,kidney
786-0,ENSP00000302665,kidney
786-0,ENSP00000374292,kidney
786-0,ENSP00000362446,kidney
786-0,ENSP00000355470,kidney
786-0,ENSP00000378313,kidney
786-0,ENSP00000366528,kidney
786-0,ENSP00000375081,kidney
786-0,ENSP00000355593,kidney
786-0,ENSP00000357547,kidney
786-0,ENSP00000335062,kidney
786-0,ENSP00000258456,kidney
786-0,ENSP00000323184,kidney
786-0,ENSP00000228476,kidney
786-0,ENSP00000300190,kidney
786-0,ENSP00000357754,kidney
786-0,ENSP00000312286,kidney
786-0,ENSP00000341282,kidney
786-0,ENSP00000215057,kidney
786-0,ENSP00000320096,kidney
786-0,ENSP00000247986,kidney
786-0,ENSP00000386186,kidney
786-0,ENSP00000360017,kidney
786-0,ENSP00000314396,kidney
786-0,ENSP00000335371,kidney
786-0,ENSP00000264689,kidney
786-0,ENSP00000427108,kidney
786-0,ENSP00000423820,kidney
786-0,ENSP00000441000,kidney
786-0,ENSP00000361990,kidney
786-0,ENSP00000268719,kidney
786-0,ENSP00000287322,kidney
786-0,ENSP00000348933,kidney
786-0,ENSP00000306328,kidney
786-0,ENSP00000231524,kidney
786-0,ENSP00000261308,kidney
786-0,ENSP00000251636,kidney
786-0,ENSP00000264779,kidney
786-0,ENSP00000265081,kidney
786-0,ENSP00000330787,kidney
786-0,ENSP00000247178,kidney
786-0,ENSP00000251119,kidney
786-0,ENSP00000250454,kidney
786-0,ENSP00000302647,kidney
786-0,ENSP00000298307,kidney
786-0,ENSP00000298292,kidney
786-0,ENSP00000305230,kidney
786-0,ENSP00000313050,kidney
786-0,ENSP00000355013,kidney
786-0,ENSP00000223366,kidney
786-0,ENSP00000329403,kidney
786-0,ENSP00000345708,kidney
786-0,ENSP00000300258,kidney
786-0,ENSP00000221891,kidney
786-0,ENSP00000340688,kidney
786-0,ENSP00000381098,kidney
786-0,ENSP00000331577,kidney
786-0,ENSP00000375429,kidney
786-0,ENSP00000406012,kidney
786-0,ENSP00000327468,kidney
786-0,ENSP00000380999,kidney
786-0,ENSP00000252997,kidney
786-0,ENSP00000413049,kidney
RPMI7951,ENSP00000300433,skin
RPMI7951,ENSP00000357669,skin
RPMI7951,ENSP00000306163,skin
RPMI7951,ENSP00000308275,skin
RPMI7951,ENSP00000366299,skin
RPMI7951,ENSP00000243167,skin
RPMI7951,ENSP00000225777,skin
RPMI7951,ENSP00000369689,skin
RPMI7951,ENSP00000220507,skin
RPMI7951,ENSP00000245543,skin
RPMI7951,ENSP00000308606,skin
RPMI7951,ENSP00000294304,skin
RPMI7951,ENSP00000259407,skin
RPMI7951,ENSP00000202556,skin
RPMI7951,ENSP00000295453,skin
RPMI7951,ENSP00000283249,skin
RPMI7951,ENSP00000337701,skin
RPMI7951,ENSP00000364412,skin
RPMI7951,ENSP00000312946,skin
RPMI7951,ENSP00000301272,skin
RPMI7951,ENSP00000378485,skin
RPMI7951,ENSP00000408342,skin
RPMI7951,ENSP00000302621,skin
RPMI7951,ENSP00000269878,skin
RPMI7951,ENSP00000298527,skin
RPMI7951,ENSP00000255409,skin
RPMI7951,ENSP00000229135,skin
RPMI7951,ENSP00000369614,skin
RPMI7951,ENSP00000445868,skin
RPMI7951,ENSP00000355157,skin
RPMI7951,ENSP00000284154,skin
RPMI7951,ENSP00000471921,skin
RPMI7951,ENSP00000343925,skin
RPMI7951,ENSP00000223795,skin
RPMI7951,ENSP00000292586,skin
RPMI7951,ENSP00000244751,skin
RPMI7951,ENSP00000299824,skin
RPMI7951,ENSP00000444052,skin
RPMI7951,ENSP00000244537,skin
RPMI7951,ENSP00000364860,skin
RPMI7951,ENSP00000361021,skin
RPMI7951,ENSP00000295682,skin
RPMI7951,ENSP00000297512,skin
RPMI7951,ENSP00000272139,skin
RPMI7951,ENSP00000271620,skin
RPMI7951,ENSP00000326042,skin
RPMI7951,ENSP00000247306,skin
RPMI7951,ENSP00000351327,skin
RPMI7951,ENSP00000293897,skin
RPMI7951,ENSP00000342710,skin
RPMI7951,ENSP00000291582,skin
RPMI7951,ENSP00000357067,skin
RPMI7951,ENSP00000290015,skin
RPMI7951,ENSP00000274024,skin
RPMI7951,ENSP00000264553,skin
RPMI7951,ENSP00000350425,skin
RPMI7951,ENSP00000292431,skin
RPMI7951,ENSP00000312624,skin
RPMI7951,ENSP00000192314,skin
RPMI7951,ENSP00000252723,skin
RPMI7951,ENSP00000253083,skin
RPMI7951,ENSP00000255613,skin
RPMI7951,ENSP00000259607,skin
RPMI7951,ENSP00000378338,skin
RPMI7951,ENSP00000366488,skin
RPMI7951,ENSP00000339867,skin
RPMI7951,ENSP00000302105,skin
RPMI7951,ENSP00000316782,skin
RPMI7951,ENSP00000313158,skin
RPMI7951,ENSP00000304592,skin
RPMI7951,ENSP00000244669,skin
RPMI7951,ENSP00000365663,skin
RPMI7951,ENSP00000301061,skin
RPMI7951,ENSP00000389813,skin
RPMI7951,ENSP00000345270,skin
RPMI7951,ENSP00000315635,skin
RPMI7951,ENSP00000328923,skin
RPMI7951,ENSP00000353824,skin
RPMI7951,ENSP00000268379,skin
RPMI7951,ENSP00000311449,skin
RPMI7951,ENSP00000378917,skin
RPMI7951,ENSP00000380557,skin
RPMI7951,ENSP00000302967,skin
RPMI7951,ENSP00000309606,skin
RPMI7951,ENSP00000342502,skin
RPMI7951,ENSP00000348489,skin
RPMI7951,ENSP00000419027,skin
RPMI7951,ENSP00000372191,skin
RPMI7951,ENSP00000343248,skin
RPMI7951,ENSP00000376349,skin
RPMI7951,ENSP00000330633,skin
RPMI7951,ENSP00000311760,skin
RPMI7951,ENSP00000226382,skin
RPMI7951,ENSP00000361120,skin
RPMI7951,ENSP00000345359,skin
RPMI7951,ENSP00000301420,skin
RPMI7951,ENSP00000334002,skin
RPMI7951,ENSP00000230321,skin
RPMI7951,ENSP00000334813,skin
RPMI7951,ENSP00000300591,skin
RPMI7951,ENSP00000349595,skin
ES2,ENSP00000285599,ovary
ES2,ENSP00000226317,ovary
ES2,ENSP00000348757,ovary
ES2,ENSP00000324560,ovary
ES2,ENSP00000349076,ovary
ES2,ENSP00000295131,ovary
ES2,ENSP00000286355,ovary
ES2,ENSP00000221418,ovary
ES2,ENSP00000303580,ovary
ES2,ENSP00000379691,ovary
ES2,ENSP00000339916,ovary
ES2,ENSP00000279101,ovary
ES2,ENSP00000232217,ovary
ES2,ENSP00000265641,ovary
ES2,ENSP00000395538,ovary
ES2,ENSP00000316054,ovary
ES2,ENSP00000302543,ovary
ES2,ENSP00000259400,ovary
ES2,ENSP00000353444,ovary
ES2,ENSP00000240364,ovary
ES2,ENSP00000371193,ovary
ES2,ENSP00000362942,ovary
ES2,ENSP00000256906,ovary
ES2,ENSP00000238789,ovary
ES2,ENSP00000339186,ovary
ES2,ENSP00000216024,ovary
ES2,ENSP00000457168,ovary
ES2,ENSP00000006275,ovary
ES2,ENSP00000384886,ovary
ES2,ENSP00000358151,ovary
ES2,ENSP00000302456,ovary
ES2,ENSP00000226207,ovary
ES2,ENSP00000379368,ovary
ES2,ENSP00000380785,ovary
ES2,ENSP00000252818,ovary
ES2,ENSP00000323511,ovary
ES2,ENSP00000219782,ovary
ES2,ENSP00000300105,ovary
ES2,ENSP00000441410,ovary
ES2,ENSP00000299505,ovary
ES2,ENSP00000234091,ovary
ES2,ENSP00000340979,ovary
ES2,ENSP00000457230,ovary
MDAMB436,ENSP00000302476,breast
MDAMB436,ENSP00000415769,breast
MDAMB436,ENSP00000274341,breast
MDAMB436,ENSP00000347046,breast
MDAMB436,ENSP00000284240,breast
MDAMB436,ENSP00000230381,breast
MDAMB436,ENSP00000355437,breast
MDAMB436,ENSP00000356357,breast
MDAMB436,ENSP00000264360,breast
MDAMB436,ENSP00000344666,breast
MDAMB436,ENSP00000376268,breast
MDAMB436,ENSP00000417161,breast
MDAMB436,ENSP00000258415,breast
MDAMB436,ENSP00000247271,breast
MDAMB436,ENSP00000264741,breast
MDAMB436,ENSP00000285393,breast
MDAMB436,ENSP00000299314,breast
MDAMB436,ENSP00000256637,breast
MDAMB436,ENSP00000349790,breast
MDAMB436,ENSP00000318716,breast
MDAMB436,ENSP00000295640,breast
MDAMB436,ENSP00000256015,breast
MDAMB436,ENSP00000389709,breast
MDAMB436,ENSP00000378367,breast
MDAMB436,ENSP00000256010,breast
MDAMB436,ENSP00000358309,breast
MDAMB436,ENSP00000382485,breast
MDAMB436,ENSP00000265191,breast
MDAMB436,ENSP00000217246,breast
MDAMB436,ENSP00000360167,breast
MDAMB436,ENSP00000218176,breast
MDAMB436,ENSP00000312814,breast
MDAMB436,ENSP00000350467,breast
MDAMB436,ENSP00000225792,breast
MDAMB436,ENSP00000380888,breast
MDAMB436,ENSP00000290216,breast
MDAMB436,ENSP00000420211,breast
MDAMB436,ENSP00000263035,breast
MDAMB436,ENSP00000361894,breast
MDAMB436,ENSP00000311364,breast
MDAMB436,ENSP00000462333,breast
MDAMB436,ENSP00000365714,breast
MDAMB436,ENSP00000362121,breast
MDAMB436,ENSP00000217455,breast
MDAMB436,ENSP00000307854,breast
MDAMB436,ENSP00000338624,breast
MDAMB436,ENSP00000324191,breast
MDAMB436,ENSP00000302552,breast
MDAMB436,ENSP00000286479,breast
MDAMB436,ENSP00000301149,breast
MDAMB436,ENSP00000270800,breast
MDAMB436,ENSP00000248444,breast
MDAMB436,ENSP00000311492,breast
MDAMB436,ENSP00000381588,breast
MDAMB436,ENSP00000430690,breast
MDAMB436,ENSP00000370194,breast
MDAMB436,ENSP00000382120,breast
MDAMB436,ENSP00000161559,breast
MDAMB436,ENSP00000376992,breast
MDAMB436,ENSP00000233735,breast
MDAMB436,ENSP00000310447,breast
MDAMB436,ENSP00000313159,breast
MDAMB436,ENSP00000259708,breast
MDAMB436,ENSP00000360281,breast
MDAMB436,ENSP00000233242,breast
MDAMB436,ENSP00000347140,breast
MDAMB436,ENSP00000364731,breast
MDAMB436,ENSP00000447149,breast
MDAMB436,ENSP00000023064,breast
MDAMB436,ENSP00000356671,breast
MDAMB436,ENSP00000351118,breast
MDAMB436,ENSP00000333203,breast
MDAMB436,ENSP00000261507,breast
MDAMB436,ENSP00000287936,breast
MDAMB436,ENSP00000303508,breast
MDAMB436,ENSP00000317997,breast
MDAMB436,ENSP00000400882,breast
MDAMB436,ENSP00000333639,breast
MDAMB436,ENSP00000354543,breast
MDAMB436,ENSP00000257604,breast
MDAMB436,ENSP00000348888,breast
MDAMB436,ENSP00000215912,breast
MDAMB436,ENSP00000301180,breast
MDAMB436,ENSP00000362532,breast
MDAMB436,ENSP00000356708,breast
MDAMB436,ENSP00000353475,breast
MDAMB436,ENSP00000253719,breast
MDAMB436,ENSP00000393596,breast
MDAMB436,ENSP00000347197,breast
MDAMB436,ENSP00000364145,breast
MDAMB436,ENSP00000308208,breast
MDAMB436,ENSP00000290649,breast
MDAMB436,ENSP00000259400,breast
MDAMB436,ENSP00000353444,breast
MDAMB436,ENSP00000398516,breast
MDAMB436,ENSP00000392066,breast
MDAMB436,ENSP00000427690,breast
MDAMB436,ENSP00000333142,breast
MDAMB436,ENSP00000349003,breast
MDAMB436,ENSP00000274643,breast
MDAMB436,ENSP00000386895,breast
MDAMB436,ENSP00000308782,breast
MDAMB436,ENSP00000363899,breast
MDAMB436,ENSP00000373884,breast
MDAMB436,ENSP00000262032,breast
MDAMB436,ENSP00000228936,breast
MDAMB436,ENSP00000448165,breast
MDAMB436,ENSP00000300184,breast
MDAMB436,ENSP00000216336,breast
MDAMB436,ENSP00000356430,breast
MDAMB436,ENSP00000420716,breast
MDAMB436,ENSP00000327968,breast
MDAMB436,ENSP00000339374,breast
MDAMB436,ENSP00000325136,breast
MDAMB436,ENSP00000216484,breast
MDAMB436,ENSP00000333283,breast
MDAMB436,ENSP00000228468,breast
MDAMB436,ENSP00000235933,breast
MDAMB436,ENSP00000276414,breast
MDAMB436,ENSP00000266041,breast
MDAMB436,ENSP00000451211,breast
MDAMB436,ENSP00000325589,breast
MDAMB436,ENSP00000300692,breast
MDAMB436,ENSP00000302833,breast
MDAMB436,ENSP00000420616,breast
MDAMB436,ENSP00000283285,breast
MDAMB436,ENSP00000362395,breast
MDAMB436,ENSP00000359370,breast
MDAMB436,ENSP00000267163,breast
MDAMB436,ENSP00000339314,breast
MDAMB436,ENSP00000224337,breast
MDAMB436,ENSP00000261441,breast
MDAMB436,ENSP00000385616,breast
MDAMB436,ENSP00000379228,breast
MDAMB436,ENSP00000333275,breast
MDAMB436,ENSP00000243189,breast
MDAMB436,ENSP00000366641,breast
MDAMB436,ENSP00000359489,breast
MDAMB436,ENSP00000292174,breast
MDAMB436,ENSP00000296343,breast
MDAMB436,ENSP00000341342,breast
MDAMB436,ENSP00000346442,breast
MDAMB436,ENSP00000259608,breast
MDAMB436,ENSP00000356828,breast
MDAMB436,ENSP00000354335,breast
MDAMB436,ENSP00000254579,breast
MDAMB436,ENSP00000312029,breast
MDAMB436,ENSP00000419471,breast
MDAMB436,ENSP00000386911,breast
MDAMB436,ENSP00000293261,breast
MDAMB436,ENSP00000315743,breast
MDAMB436,ENSP00000216223,breast
MDAMB436,ENSP00000419485,breast
MDAMB436,ENSP00000369554,breast
MDAMB436,ENSP00000229402,breast
MDAMB436,ENSP00000327255,breast
MDAMB436,ENSP00000216338,breast
MDAMB436,ENSP00000384115,breast
MDAMB436,ENSP00000310688,breast
MDAMB436,ENSP00000344215,breast
MDAMB436,ENSP00000354669,breast
MDAMB436,ENSP00000261758,breast
MDAMB436,ENSP00000296255,breast
MDAMB436,ENSP00000378578,breast
MDAMB436,ENSP00000374323,breast
MDAMB436,ENSP00000304336,breast
MDAMB436,ENSP00000228641,breast
MDAMB436,ENSP00000415011,breast
MDAMB436,ENSP00000316496,breast
MDAMB436,ENSP00000406478,breast
MDAMB436,ENSP00000361373,breast
MDAMB436,ENSP00000301046,breast
MDAMB436,ENSP00000379330,breast
MDAMB436,ENSP00000284142,breast
MDAMB436,ENSP00000256592,breast
MDAMB436,ENSP00000226951,breast
MDAMB436,ENSP00000019103,breast
MDAMB436,ENSP00000353796,breast
MDAMB436,ENSP00000286808,breast
MDAMB436,ENSP00000330101,breast
MDAMB436,ENSP00000470555,breast
MDAMB436,ENSP00000217407,breast
MDAMB436,ENSP00000320935,breast
MDAMB436,ENSP00000285402,breast
MDAMB436,ENSP00000356912,breast
MDAMB436,ENSP00000329860,breast
MDAMB436,ENSP00000353203,breast
MDAMB436,ENSP00000297767,breast
MDAMB436,ENSP00000408979,breast
MDAMB436,ENSP00000203629,breast
MDAMB436,ENSP00000303325,breast
MDAMB436,ENSP00000276173,breast
MDAMB436,ENSP00000253697,breast
MDAMB436,ENSP00000331545,breast
MDAMB436,ENSP00000391137,breast
MDAMB436,ENSP00000331210,breast
MDAMB436,ENSP00000361666,breast
MDAMB436,ENSP00000254963,breast
MDAMB436,ENSP00000221922,breast
MDAMB436,ENSP00000315654,breast
MDAMB436,ENSP00000368062,breast
