cell_list,protein_list,tissue_list
A375,ENSP00000420294,skin
T98G,ENSP00000399679,central nervous system
T98G,ENSP00000326846,central nervous system
T98G,ENSP00000350364,central nervous system
T98G,ENSP00000380349,central nervous system
T98G,ENSP00000217169,central nervous system
T98G,ENSP00000410466,central nervous system
T98G,ENSP00000346196,central nervous system
T98G,ENSP00000278353,central nervous system
T98G,ENSP00000349568,central nervous system
T98G,ENSP00000347498,central nervous system
T98G,ENSP00000341838,central nervous system
T98G,ENSP00000364709,central nervous system
T98G,ENSP00000167586,central nervous system
T98G,ENSP00000374484,central nervous system
T98G,ENSP00000283243,central nervous system
T98G,ENSP00000301463,central nervous system
T98G,ENSP00000341208,central nervous system
T98G,ENSP00000370303,central nervous system
T98G,ENSP00000363869,central nervous system
T98G,ENSP00000219905,central nervous system
T98G,ENSP00000377867,central nervous system
T98G,ENSP00000396976,central nervous system
T98G,ENSP00000348010,central nervous system
T98G,ENSP00000265990,central nervous system
T98G,ENSP00000355157,central nervous system
T98G,ENSP00000339484,central nervous system
T98G,ENSP00000386213,central nervous system
T98G,ENSP00000341905,central nervous system
T98G,ENSP00000231021,central nervous system
T98G,ENSP00000350541,central nervous system
T98G,ENSP00000417035,central nervous system
T98G,ENSP00000293897,central nervous system
T98G,ENSP00000382476,central nervous system
T98G,ENSP00000268919,central nervous system
T98G,ENSP00000290015,central nervous system
T98G,ENSP00000342392,central nervous system
T98G,ENSP00000331302,central nervous system
T98G,ENSP00000349785,central nervous system
T98G,ENSP00000358019,central nervous system
T98G,ENSP00000300101,central nervous system
T98G,ENSP00000365926,central nervous system
T98G,ENSP00000342105,central nervous system
T98G,ENSP00000306123,central nervous system
T98G,ENSP00000301215,central nervous system
T98G,ENSP00000391121,central nervous system
T98G,ENSP00000230431,central nervous system
T98G,ENSP00000352678,central nervous system
T98G,ENSP00000309790,central nervous system
T98G,ENSP00000348714,central nervous system
T98G,ENSP00000302647,central nervous system
T98G,ENSP00000365522,central nervous system
T98G,ENSP00000313953,central nervous system
T98G,ENSP00000369681,central nervous system
T98G,ENSP00000373684,central nervous system
T98G,ENSP00000322265,central nervous system
T98G,ENSP00000414302,central nervous system
T98G,ENSP00000338207,central nervous system
T98G,ENSP00000368477,central nervous system
T98G,ENSP00000262662,central nervous system
T98G,ENSP00000358956,central nervous system
T98G,ENSP00000286063,central nervous system
T98G,ENSP00000216121,central nervous system
T98G,ENSP00000455169,central nervous system
T98G,ENSP00000427975,central nervous system
CAOV3,ENSP00000234816,ovary
CAOV3,ENSP00000013222,ovary
CAOV3,ENSP00000245503,ovary
CAOV3,ENSP00000266014,ovary
CAOV3,ENSP00000361423,ovary
CAOV3,ENSP00000222390,ovary
CAOV3,ENSP00000340913,ovary
CAOV3,ENSP00000358718,ovary
CAOV3,ENSP00000373278,ovary
CAOV3,ENSP00000261211,ovary
CAOV3,ENSP00000427562,ovary
CAOV3,ENSP00000376246,ovary
CAOV3,ENSP00000356785,ovary
CAOV3,ENSP00000295448,ovary
CAOV3,ENSP00000237822,ovary
CAOV3,ENSP00000256103,ovary
CAOV3,ENSP00000342952,ovary
CAOV3,ENSP00000233826,ovary
CAOV3,ENSP00000376615,ovary
CAOV3,ENSP00000264433,ovary
CAOV3,ENSP00000264431,ovary
CAOV3,ENSP00000384015,ovary
CAOV3,ENSP00000422464,ovary
CAOV3,ENSP00000348459,ovary
CAOV3,ENSP00000259782,ovary
CAOV3,ENSP00000360167,ovary
CAOV3,ENSP00000354109,ovary
CAOV3,ENSP00000247026,ovary
CAOV3,ENSP00000225388,ovary
CAOV3,ENSP00000398880,ovary
CAOV3,ENSP00000264645,ovary
CAOV3,ENSP00000355231,ovary
CAOV3,ENSP00000325827,ovary
CAOV3,ENSP00000389026,ovary
CAOV3,ENSP00000363506,ovary
CAOV3,ENSP00000262879,ovary
CAOV3,ENSP00000360985,ovary
CAOV3,ENSP00000367299,ovary
CAOV3,ENSP00000364893,ovary
CAOV3,ENSP00000267339,ovary
CAOV3,ENSP00000223114,ovary
CAOV3,ENSP00000365924,ovary
CAOV3,ENSP00000261267,ovary
CAOV3,ENSP00000358106,ovary
CAOV3,ENSP00000337512,ovary
CAOV3,ENSP00000444788,ovary
CAOV3,ENSP00000265029,ovary
CAOV3,ENSP00000302630,ovary
CAOV3,ENSP00000329374,ovary
CAOV3,ENSP00000356037,ovary
CAOV3,ENSP00000289575,ovary
CAOV3,ENSP00000263620,ovary
CAOV3,ENSP00000257189,ovary
CAOV3,ENSP00000264644,ovary
CAOV3,ENSP00000440045,ovary
CAOV3,ENSP00000301180,ovary
CAOV3,ENSP00000263253,ovary
CAOV3,ENSP00000308369,ovary
CAOV3,ENSP00000306920,ovary
CAOV3,ENSP00000301463,ovary
CAOV3,ENSP00000323670,ovary
CAOV3,ENSP00000356584,ovary
CAOV3,ENSP00000281437,ovary
CAOV3,ENSP00000355902,ovary
CAOV3,ENSP00000263026,ovary
CAOV3,ENSP00000330753,ovary
CAOV3,ENSP00000448165,ovary
CAOV3,ENSP00000318142,ovary
CAOV3,ENSP00000449999,ovary
CAOV3,ENSP00000255226,ovary
CAOV3,ENSP00000401721,ovary
CAOV3,ENSP00000378957,ovary
CAOV3,ENSP00000324404,ovary
CAOV3,ENSP00000356150,ovary
CAOV3,ENSP00000267163,ovary
CAOV3,ENSP00000329793,ovary
CAOV3,ENSP00000333920,ovary
CAOV3,ENSP00000381089,ovary
CAOV3,ENSP00000281708,ovary
CAOV3,ENSP00000262394,ovary
CAOV3,ENSP00000346694,ovary
CAOV3,ENSP00000317955,ovary
CAOV3,ENSP00000294008,ovary
CAOV3,ENSP00000355157,ovary
CAOV3,ENSP00000269844,ovary
CAOV3,ENSP00000297071,ovary
CAOV3,ENSP00000254579,ovary
CAOV3,ENSP00000263228,ovary
CAOV3,ENSP00000379654,ovary
CAOV3,ENSP00000159111,ovary
CAOV3,ENSP00000410007,ovary
CAOV3,ENSP00000368688,ovary
CAOV3,ENSP00000216223,ovary
CAOV3,ENSP00000354733,ovary
CAOV3,ENSP00000296099,ovary
CAOV3,ENSP00000318147,ovary
CAOV3,ENSP00000310688,ovary
CAOV3,ENSP00000357288,ovary
CAOV3,ENSP00000338330,ovary
CAOV3,ENSP00000302665,ovary
CAOV3,ENSP00000426638,ovary
CAOV3,ENSP00000386230,ovary
CAOV3,ENSP00000419005,ovary
CAOV3,ENSP00000355929,ovary
CAOV3,ENSP00000350681,ovary
CAOV3,ENSP00000376204,ovary
CAOV3,ENSP00000357304,ovary
CAOV3,ENSP00000209884,ovary
CAOV3,ENSP00000356251,ovary
CAOV3,ENSP00000354901,ovary
CAOV3,ENSP00000284142,ovary
CAOV3,ENSP00000420194,ovary
CAOV3,ENSP00000366528,ovary
CAOV3,ENSP00000005284,ovary
CAOV3,ENSP00000255030,ovary
CAOV3,ENSP00000327251,ovary
CAOV3,ENSP00000378338,ovary
CAOV3,ENSP00000345633,ovary
CAOV3,ENSP00000257068,ovary
CAOV3,ENSP00000276616,ovary
CAOV3,ENSP00000298532,ovary
CAOV3,ENSP00000345479,ovary
CAOV3,ENSP00000282091,ovary
CAOV3,ENSP00000321797,ovary
CAOV3,ENSP00000374552,ovary
CAOV3,ENSP00000305465,ovary
CAOV3,ENSP00000322924,ovary
CAOV3,ENSP00000324856,ovary
CAOV3,ENSP00000336687,ovary
CAOV3,ENSP00000385795,ovary
CAOV3,ENSP00000361777,ovary
CAOV3,ENSP00000228284,ovary
CAOV3,ENSP00000261745,ovary
CAOV3,ENSP00000343629,ovary
CAOV3,ENSP00000300101,ovary
CAOV3,ENSP00000379946,ovary
CAOV3,ENSP00000402935,ovary
CAOV3,ENSP00000328720,ovary
CAOV3,ENSP00000354152,ovary
CAOV3,ENSP00000344546,ovary
CAOV3,ENSP00000260443,ovary
CAOV3,ENSP00000356064,ovary
CAOV3,ENSP00000303754,ovary
CAOV3,ENSP00000389427,ovary
CAOV3,ENSP00000303525,ovary
CAOV3,ENSP00000409964,ovary
CAOV3,ENSP00000368503,ovary
CAOV3,ENSP00000398131,ovary
CAOV3,ENSP00000343535,ovary
CAOV3,ENSP00000379144,ovary
CAOV3,ENSP00000229195,ovary
CAOV3,ENSP00000342105,ovary
CAOV3,ENSP00000305976,ovary
CAOV3,ENSP00000253686,ovary
CAOV3,ENSP00000261842,ovary
CAOV3,ENSP00000261845,ovary
CAOV3,ENSP00000251250,ovary
CAOV3,ENSP00000453129,ovary
CAOV3,ENSP00000269856,ovary
CAOV3,ENSP00000170168,ovary
CAOV3,ENSP00000252674,ovary
CAOV3,ENSP00000355385,ovary
CAOV3,ENSP00000395723,ovary
CAOV3,ENSP00000369162,ovary
CAOV3,ENSP00000339834,ovary
CAOV3,ENSP00000313490,ovary
CAOV3,ENSP00000417190,ovary
CAOV3,ENSP00000261647,ovary
CAOV3,ENSP00000283882,ovary
CAOV3,ENSP00000310841,ovary
CAOV3,ENSP00000418823,ovary
CAOV3,ENSP00000361524,ovary
CAOV3,ENSP00000287437,ovary
CAOV3,ENSP00000320869,ovary
CAOV3,ENSP00000264779,ovary
CAOV3,ENSP00000281543,ovary
CAOV3,ENSP00000370372,ovary
CAOV3,ENSP00000343412,ovary
CAOV3,ENSP00000308334,ovary
CAOV3,ENSP00000298310,ovary
CAOV3,ENSP00000440915,ovary
CAOV3,ENSP00000394510,ovary
CAOV3,ENSP00000392410,ovary
CAOV3,ENSP00000368808,ovary
CAOV3,ENSP00000339637,ovary
CAOV3,ENSP00000340220,ovary
CAOV3,ENSP00000301962,ovary
CAOV3,ENSP00000307786,ovary
CAOV3,ENSP00000369681,ovary
CAOV3,ENSP00000373684,ovary
CAOV3,ENSP00000356545,ovary
CAOV3,ENSP00000266744,ovary
CAOV3,ENSP00000263233,ovary
CAOV3,ENSP00000236877,ovary
CAOV3,ENSP00000429243,ovary
CAOV3,ENSP00000374036,ovary
CAOV3,ENSP00000221166,ovary
CAOV3,ENSP00000282499,ovary
CAOV3,ENSP00000356480,ovary
CAOV3,ENSP00000265018,ovary
CAOV3,ENSP00000332681,ovary
CAOV3,ENSP00000350263,ovary
CAOV3,ENSP00000406012,ovary
CAOV3,ENSP00000289968,ovary
CAOV3,ENSP00000344162,ovary
CAOV3,ENSP00000348419,ovary
CAOV3,ENSP00000305373,ovary
CAOV3,ENSP00000350576,ovary
CAOV3,ENSP00000264463,ovary
CAOV3,ENSP00000359866,ovary
CAOV3,ENSP00000263733,ovary
CAOV3,ENSP00000298854,ovary
CAOV3,ENSP00000255416,ovary
CAOV3,ENSP00000318165,ovary
CAOV3,ENSP00000347896,ovary
CAOV3,ENSP00000317903,ovary
CAOV3,ENSP00000243878,ovary
A2058,ENSP00000369849,skin
A2058,ENSP00000387356,skin
A2058,ENSP00000313437,skin
A2058,ENSP00000287042,skin
A2058,ENSP00000306606,skin
A2058,ENSP00000415769,skin
A2058,ENSP00000274063,skin
A2058,ENSP00000367227,skin
A2058,ENSP00000381895,skin
A2058,ENSP00000365651,skin
A2058,ENSP00000360552,skin
A2058,ENSP00000265074,skin
A2058,ENSP00000348757,skin
A2058,ENSP00000361238,skin
A2058,ENSP00000260702,skin
A2058,ENSP00000385450,skin
A2058,ENSP00000354829,skin
A2058,ENSP00000354884,skin
A2058,ENSP00000279441,skin
A2058,ENSP00000332296,skin
A2058,ENSP00000332513,skin
A2058,ENSP00000315465,skin
A2058,ENSP00000246186,skin
A2058,ENSP00000020926,skin
A2058,ENSP00000286744,skin
A2058,ENSP00000261275,skin
A2058,ENSP00000361894,skin
A2058,ENSP00000360991,skin
A2058,ENSP00000262138,skin
A2058,ENSP00000237455,skin
A2058,ENSP00000327246,skin
A2058,ENSP00000229243,skin
A2058,ENSP00000379034,skin
A2058,ENSP00000345751,skin
A2058,ENSP00000311122,skin
A2058,ENSP00000262843,skin
A2058,ENSP00000398342,skin
A2058,ENSP00000358820,skin
A2058,ENSP00000291536,skin
A2058,ENSP00000380450,skin
A2058,ENSP00000356590,skin
A2058,ENSP00000260682,skin
A2058,ENSP00000244360,skin
A2058,ENSP00000354376,skin
A2058,ENSP00000221992,skin
A2058,ENSP00000364620,skin
A2058,ENSP00000372313,skin
A2058,ENSP00000375683,skin
A2058,ENSP00000334122,skin
A2058,ENSP00000294312,skin
A2058,ENSP00000354280,skin
A2058,ENSP00000280325,skin
A2058,ENSP00000360281,skin
A2058,ENSP00000258403,skin
A2058,ENSP00000299155,skin
A2058,ENSP00000378359,skin
A2058,ENSP00000277903,skin
A2058,ENSP00000289575,skin
A2058,ENSP00000205557,skin
A2058,ENSP00000303148,skin
A2058,ENSP00000366534,skin
A2058,ENSP00000335620,skin
A2058,ENSP00000315383,skin
A2058,ENSP00000229030,skin
A2058,ENSP00000257189,skin
A2058,ENSP00000306461,skin
A2058,ENSP00000243924,skin
A2058,ENSP00000357726,skin
A2058,ENSP00000343445,skin
A2058,ENSP00000290167,skin
A2058,ENSP00000369530,skin
A2058,ENSP00000283303,skin
A2058,ENSP00000301607,skin
A2058,ENSP00000215912,skin
A2058,ENSP00000364609,skin
A2058,ENSP00000292140,skin
A2058,ENSP00000259845,skin
A2058,ENSP00000265113,skin
A2058,ENSP00000345133,skin
A2058,ENSP00000451263,skin
A2058,ENSP00000407761,skin
A2058,ENSP00000339585,skin
A2058,ENSP00000216036,skin
A2058,ENSP00000350036,skin
A2058,ENSP00000364145,skin
A2058,ENSP00000272444,skin
A2058,ENSP00000313670,skin
A2058,ENSP00000386881,skin
A2058,ENSP00000341843,skin
A2058,ENSP00000260264,skin
A2058,ENSP00000298545,skin
A2058,ENSP00000347055,skin
A2058,ENSP00000347409,skin
A2058,ENSP00000360217,skin
A2058,ENSP00000217133,skin
A2058,ENSP00000242839,skin
A2058,ENSP00000339933,skin
A2058,ENSP00000371193,skin
A2058,ENSP00000311300,skin
A2058,ENSP00000221476,skin
A2058,ENSP00000354612,skin
A2058,ENSP00000231948,skin
A2058,ENSP00000262850,skin
A2058,ENSP00000375622,skin
A2058,ENSP00000420384,skin
A2058,ENSP00000310305,skin
A2058,ENSP00000292432,skin
A2058,ENSP00000360871,skin
A2058,ENSP00000269878,skin
A2058,ENSP00000298527,skin
A2058,ENSP00000355396,skin
A2058,ENSP00000266041,skin
A2058,ENSP00000323280,skin
A2058,ENSP00000337825,skin
A2058,ENSP00000317578,skin
A2058,ENSP00000394049,skin
A2058,ENSP00000310338,skin
A2058,ENSP00000310008,skin
A2058,ENSP00000366641,skin
A2058,ENSP00000398211,skin
A2058,ENSP00000345243,skin
A2058,ENSP00000364621,skin
A2058,ENSP00000437940,skin
A2058,ENSP00000370697,skin
A2058,ENSP00000250896,skin
A2058,ENSP00000238616,skin
A2058,ENSP00000338010,skin
A2058,ENSP00000333919,skin
A2058,ENSP00000313243,skin
A2058,ENSP00000244537,skin
A2058,ENSP00000352252,skin
A2058,ENSP00000348020,skin
A2058,ENSP00000371040,skin
A2058,ENSP00000313803,skin
A2058,ENSP00000344352,skin
A2058,ENSP00000430276,skin
A2058,ENSP00000307235,skin
A2058,ENSP00000229955,skin
A2058,ENSP00000327191,skin
A2058,ENSP00000264162,skin
A2058,ENSP00000231751,skin
A2058,ENSP00000378312,skin
A2058,ENSP00000379823,skin
A2058,ENSP00000295683,skin
A2058,ENSP00000264717,skin
A2058,ENSP00000402584,skin
A2058,ENSP00000370253,skin
A2058,ENSP00000332766,skin
A2058,ENSP00000258302,skin
A2058,ENSP00000311184,skin
A2058,ENSP00000332805,skin
A2058,ENSP00000343339,skin
A2058,ENSP00000005284,skin
A2058,ENSP00000299178,skin
A2058,ENSP00000376397,skin
A2058,ENSP00000270631,skin
A2058,ENSP00000361266,skin
A2058,ENSP00000291823,skin
A2058,ENSP00000368952,skin
A2058,ENSP00000293414,skin
A2058,ENSP00000402152,skin
A2058,ENSP00000337103,skin
A2058,ENSP00000312673,skin
A2058,ENSP00000385036,skin
A2058,ENSP00000357152,skin
A2058,ENSP00000365411,skin
A2058,ENSP00000331614,skin
A2058,ENSP00000268766,skin
A2058,ENSP00000360988,skin
A2058,ENSP00000399078,skin
A2058,ENSP00000269491,skin
A2058,ENSP00000288710,skin
A2058,ENSP00000231420,skin
A2058,ENSP00000329093,skin
A2058,ENSP00000407353,skin
A2058,ENSP00000285402,skin
A2058,ENSP00000372750,skin
A2058,ENSP00000320209,skin
A2058,ENSP00000225371,skin
A2058,ENSP00000356912,skin
A2058,ENSP00000370767,skin
A2058,ENSP00000355316,skin
A2058,ENSP00000230361,skin
A2058,ENSP00000252825,skin
A2058,ENSP00000309515,skin
A2058,ENSP00000399324,skin
A2058,ENSP00000233535,skin
A2058,ENSP00000343577,skin
A2058,ENSP00000249041,skin
A2058,ENSP00000330199,skin
A2058,ENSP00000360997,skin
A2058,ENSP00000277942,skin
A2058,ENSP00000253410,skin
A2058,ENSP00000445905,skin
A2058,ENSP00000217188,skin
A2058,ENSP00000352035,skin
A2058,ENSP00000270879,skin
A2058,ENSP00000397394,skin
A2058,ENSP00000364246,skin
A2058,ENSP00000249016,skin
A2058,ENSP00000316775,skin
A2058,ENSP00000255641,skin
A2058,ENSP00000299766,skin
A2058,ENSP00000257198,skin
A2058,ENSP00000353893,skin
A2058,ENSP00000362734,skin
A2058,ENSP00000361668,skin
A2058,ENSP00000364635,skin
A2058,ENSP00000295121,skin
A2058,ENSP00000295314,skin
A2058,ENSP00000247977,skin
A2058,ENSP00000233627,skin
A2058,ENSP00000470539,skin
A2058,ENSP00000340004,skin
A2058,ENSP00000361603,skin
A2058,ENSP00000358293,skin
A2058,ENSP00000369592,skin
A2058,ENSP00000395219,skin
A2058,ENSP00000311319,skin
A2058,ENSP00000334040,skin
A2058,ENSP00000266744,skin
A2058,ENSP00000365301,skin
A2058,ENSP00000355718,skin
A2058,ENSP00000328511,skin
A2058,ENSP00000302310,skin
A2058,ENSP00000297623,skin
A2058,ENSP00000430128,skin
A2058,ENSP00000329318,skin
A2058,ENSP00000349320,skin
A2058,ENSP00000379098,skin
A2058,ENSP00000360811,skin
A2058,ENSP00000231706,skin
A2058,ENSP00000267260,skin
A2058,ENSP00000373700,skin
A2058,ENSP00000382492,skin
A2058,ENSP00000321805,skin
A2058,ENSP00000334853,skin
A2058,ENSP00000345436,skin
A2058,ENSP00000313443,skin
A2058,ENSP00000306490,skin
A2058,ENSP00000370571,skin
A2058,ENSP00000346667,skin
A2058,ENSP00000354414,skin
A2058,ENSP00000256429,skin
A2058,ENSP00000410603,skin
A2058,ENSP00000204604,skin
A2058,ENSP00000354006,skin
A2058,ENSP00000328977,skin
A2058,ENSP00000298966,skin
A2058,ENSP00000366221,skin
A2058,ENSP00000386444,skin
A2058,ENSP00000340820,skin
A2058,ENSP00000358512,skin
A2058,ENSP00000272367,skin
A2058,ENSP00000382895,skin
A2058,ENSP00000293255,skin
A2058,ENSP00000219406,skin
A2058,ENSP00000346103,skin
A2058,ENSP00000405218,skin
A2058,ENSP00000348419,skin
A2058,ENSP00000340683,skin
A2058,ENSP00000413049,skin
A2058,ENSP00000341940,skin
A2058,ENSP00000351207,skin
KM12,ENSP00000354394,large intestine
KM12,ENSP00000340409,large intestine
KM12,ENSP00000307858,large intestine
KM12,ENSP00000399679,large intestine
KM12,ENSP00000258439,large intestine
KM12,ENSP00000233813,large intestine
KM12,ENSP00000362817,large intestine
KM12,ENSP00000340672,large intestine
KM12,ENSP00000339804,large intestine
KM12,ENSP00000470652,large intestine
KM12,ENSP00000267116,large intestine
KM12,ENSP00000216127,large intestine
KM12,ENSP00000317721,large intestine
KM12,ENSP00000362456,large intestine
KM12,ENSP00000376268,large intestine
KM12,ENSP00000310120,large intestine
KM12,ENSP00000359484,large intestine
KM12,ENSP00000355045,large intestine
KM12,ENSP00000304713,large intestine
KM12,ENSP00000406027,large intestine
KM12,ENSP00000231790,large intestine
KM12,ENSP00000413575,large intestine
KM12,ENSP00000308944,large intestine
KM12,ENSP00000257013,large intestine
KM12,ENSP00000375267,large intestine
KM12,ENSP00000459566,large intestine
KM12,ENSP00000262932,large intestine
KM12,ENSP00000302413,large intestine
KM12,ENSP00000355141,large intestine
KM12,ENSP00000172229,large intestine
KM12,ENSP00000290219,large intestine
KM12,ENSP00000358918,large intestine
KM12,ENSP00000359297,large intestine
KM12,ENSP00000238647,large intestine
KM12,ENSP00000314606,large intestine
KM12,ENSP00000355014,large intestine
KM12,ENSP00000325836,large intestine
KM12,ENSP00000441032,large intestine
KM12,ENSP00000392452,large intestine
KM12,ENSP00000361602,large intestine
KM12,ENSP00000286355,large intestine
KM12,ENSP00000328773,large intestine
KM12,ENSP00000308236,large intestine
KM12,ENSP00000249066,large intestine
KM12,ENSP00000184956,large intestine
KM12,ENSP00000269373,large intestine
KM12,ENSP00000417303,large intestine
KM12,ENSP00000279101,large intestine
KM12,ENSP00000261667,large intestine
KM12,ENSP00000318687,large intestine
KM12,ENSP00000365200,large intestine
KM12,ENSP00000328207,large intestine
KM12,ENSP00000364709,large intestine
KM12,ENSP00000263620,large intestine
KM12,ENSP00000396452,large intestine
KM12,ENSP00000381607,large intestine
KM12,ENSP00000349351,large intestine
KM12,ENSP00000363529,large intestine
KM12,ENSP00000259371,large intestine
KM12,ENSP00000304236,large intestine
KM12,ENSP00000290949,large intestine
KM12,ENSP00000311313,large intestine
KM12,ENSP00000002829,large intestine
KM12,ENSP00000349437,large intestine
KM12,ENSP00000242351,large intestine
KM12,ENSP00000442688,large intestine
KM12,ENSP00000248244,large intestine
KM12,ENSP00000264657,large intestine
KM12,ENSP00000329757,large intestine
KM12,ENSP00000262374,large intestine
KM12,ENSP00000348984,large intestine
KM12,ENSP00000262407,large intestine
KM12,ENSP00000257863,large intestine
KM12,ENSP00000378485,large intestine
KM12,ENSP00000276420,large intestine
KM12,ENSP00000310375,large intestine
KM12,ENSP00000216211,large intestine
KM12,ENSP00000300584,large intestine
KM12,ENSP00000376921,large intestine
KM12,ENSP00000246115,large intestine
KM12,ENSP00000234420,large intestine
KM12,ENSP00000259953,large intestine
KM12,ENSP00000385616,large intestine
KM12,ENSP00000209875,large intestine
KM12,ENSP00000396976,large intestine
KM12,ENSP00000289371,large intestine
KM12,ENSP00000292174,large intestine
KM12,ENSP00000220003,large intestine
KM12,ENSP00000351206,large intestine
KM12,ENSP00000181839,large intestine
KM12,ENSP00000352995,large intestine
KM12,ENSP00000467123,large intestine
KM12,ENSP00000221847,large intestine
KM12,ENSP00000350078,large intestine
KM12,ENSP00000294066,large intestine
KM12,ENSP00000349575,large intestine
KM12,ENSP00000386722,large intestine
KM12,ENSP00000367069,large intestine
KM12,ENSP00000368698,large intestine
KM12,ENSP00000304915,large intestine
KM12,ENSP00000313243,large intestine
KM12,ENSP00000299237,large intestine
KM12,ENSP00000286544,large intestine
KM12,ENSP00000353331,large intestine
KM12,ENSP00000263073,large intestine
KM12,ENSP00000074304,large intestine
KM12,ENSP00000313854,large intestine
KM12,ENSP00000307275,large intestine
KM12,ENSP00000316476,large intestine
KM12,ENSP00000365320,large intestine
KM12,ENSP00000176195,large intestine
KM12,ENSP00000313581,large intestine
KM12,ENSP00000296870,large intestine
KM12,ENSP00000354886,large intestine
KM12,ENSP00000269053,large intestine
KM12,ENSP00000293973,large intestine
KM12,ENSP00000254963,large intestine
KM12,ENSP00000292431,large intestine
KM12,ENSP00000295225,large intestine
KM12,ENSP00000020673,large intestine
KM12,ENSP00000373073,large intestine
KM12,ENSP00000283415,large intestine
KM12,ENSP00000219281,large intestine
KM12,ENSP00000258829,large intestine
KM12,ENSP00000335560,large intestine
KM12,ENSP00000336740,large intestine
KM12,ENSP00000374552,large intestine
KM12,ENSP00000307297,large intestine
KM12,ENSP00000362244,large intestine
KM12,ENSP00000366970,large intestine
KM12,ENSP00000340935,large intestine
KM12,ENSP00000351108,large intestine
KM12,ENSP00000262519,large intestine
KM12,ENSP00000350333,large intestine
KM12,ENSP00000349508,large intestine
KM12,ENSP00000365694,large intestine
KM12,ENSP00000352400,large intestine
KM12,ENSP00000363193,large intestine
KM12,ENSP00000365931,large intestine
KM12,ENSP00000309555,large intestine
KM12,ENSP00000361949,large intestine
KM12,ENSP00000333255,large intestine
KM12,ENSP00000359506,large intestine
KM12,ENSP00000318861,large intestine
KM12,ENSP00000310448,large intestine
KM12,ENSP00000432786,large intestine
KM12,ENSP00000268099,large intestine
KM12,ENSP00000286523,large intestine
KM12,ENSP00000291416,large intestine
KM12,ENSP00000309591,large intestine
KM12,ENSP00000313603,large intestine
KM12,ENSP00000365625,large intestine
KM12,ENSP00000365131,large intestine
KM12,ENSP00000364815,large intestine
KM12,ENSP00000378503,large intestine
KM12,ENSP00000363746,large intestine
KM12,ENSP00000244520,large intestine
KM12,ENSP00000363624,large intestine
KM12,ENSP00000365963,large intestine
KM12,ENSP00000364543,large intestine
KM12,ENSP00000365076,large intestine
KM12,ENSP00000363135,large intestine
KM12,ENSP00000354633,large intestine
KM12,ENSP00000262904,large intestine
KM12,ENSP00000011619,large intestine
KM12,ENSP00000366509,large intestine
KM12,ENSP00000263212,large intestine
KM12,ENSP00000418823,large intestine
KM12,ENSP00000351777,large intestine
KM12,ENSP00000329858,large intestine
KM12,ENSP00000248706,large intestine
KM12,ENSP00000343890,large intestine
KM12,ENSP00000357597,large intestine
KM12,ENSP00000348775,large intestine
KM12,ENSP00000186436,large intestine
KM12,ENSP00000384182,large intestine
KM12,ENSP00000309474,large intestine
KM12,ENSP00000385995,large intestine
KM12,ENSP00000378851,large intestine
KM12,ENSP00000368808,large intestine
KM12,ENSP00000248643,large intestine
KM12,ENSP00000306330,large intestine
KM12,ENSP00000347626,large intestine
KM12,ENSP00000338629,large intestine
KM12,ENSP00000427550,large intestine
KM12,ENSP00000019317,large intestine
KM12,ENSP00000261601,large intestine
KM12,ENSP00000383402,large intestine
KM12,ENSP00000419765,large intestine
KM12,ENSP00000264670,large intestine
KM12,ENSP00000255764,large intestine
KM12,ENSP00000296824,large intestine
KM12,ENSP00000310042,large intestine
KM12,ENSP00000284274,large intestine
KM12,ENSP00000296564,large intestine
KM12,ENSP00000217423,large intestine
KM12,ENSP00000274140,large intestine
KM12,ENSP00000367878,large intestine
KM12,ENSP00000281043,large intestine
KM12,ENSP00000282499,large intestine
KM12,ENSP00000349022,large intestine
KM12,ENSP00000262891,large intestine
KM12,ENSP00000345797,large intestine
KM12,ENSP00000252891,large intestine
KM12,ENSP00000373191,large intestine
KM12,ENSP00000325548,large intestine
KM12,ENSP00000394794,large intestine
KM12,ENSP00000366347,large intestine
KM12,ENSP00000353128,large intestine
KM12,ENSP00000364805,large intestine
KM12,ENSP00000362300,large intestine
KM12,ENSP00000392423,large intestine
KM12,ENSP00000324064,large intestine
KM12,ENSP00000265634,large intestine
KM12,ENSP00000408005,large intestine
KM12,ENSP00000346265,large intestine
KM12,ENSP00000237536,large intestine
KM12,ENSP00000310129,large intestine
RKO,ENSP00000238156,large intestine
RKO,ENSP00000354791,large intestine
RKO,ENSP00000326933,large intestine
RKO,ENSP00000357362,large intestine
RKO,ENSP00000286713,large intestine
RKO,ENSP00000252934,large intestine
RKO,ENSP00000356357,large intestine
RKO,ENSP00000294904,large intestine
RKO,ENSP00000406027,large intestine
RKO,ENSP00000231790,large intestine
RKO,ENSP00000307214,large intestine
RKO,ENSP00000308944,large intestine
RKO,ENSP00000322229,large intestine
RKO,ENSP00000358778,large intestine
RKO,ENSP00000358777,large intestine
RKO,ENSP00000334474,large intestine
RKO,ENSP00000262158,large intestine
RKO,ENSP00000295958,large intestine
RKO,ENSP00000419786,large intestine
RKO,ENSP00000377411,large intestine
RKO,ENSP00000376930,large intestine
RKO,ENSP00000357920,large intestine
RKO,ENSP00000242057,large intestine
RKO,ENSP00000266079,large intestine
RKO,ENSP00000365567,large intestine
RKO,ENSP00000383911,large intestine
